Customer_ID,Age,Income,Spending_Score,Gender,Education_Level,Marital_Status,Occupation,Home_Ownership,Location,Number_of_Children,Number_of_Vehicles,Preferred_Channel,Membership_Level,Preferred_Brand,Annual_Spending
4957,44.99526922,58922.0468,15,Male,Master,Divorced,Service,Mortgage,Rural,0,0,Both,VIP,Brand_A,2491.441189
4958,36.05348141,42107.43941,52,Male,PhD,Single,Technician,Mortgage,Urban,3,2,Online,Basic,Brand_C,4934.902823
4959,46.77182191,71364.42582,95,Male,Bachelor,Single,Service,Own,Rural,4,0,In-store,Premium,Brand_B,5409.554637
4960,46.18955663,75995.74919,63,Female,PhD,Single,Others,Rent,Urban,3,2,Both,Basic,Brand_A,6009.585295
4961,31.22970888,57810.97615,21,Female,Bachelor,Divorced,Clerical,Own,Rural,1,1,Both,Premium,Brand_C,6968.635693
4962,16.62999507,58427.87994,68,Female,Bachelor,Divorced,Craftsman,Rent,Rural,0,2,In-store,VIP,Brand_C,4671.356156
4963,19.99611544,72666.68693,68,Male,High School,Married,Technician,Rent,Rural,1,0,Both,VIP,Brand_A,923.7122831
4964,31.70517912,81025.24624,41,Female,Bachelor,Single,Sales,Own,Suburban,0,0,Both,Premium,Brand_C,8274.455664
4965,28.58056158,67239.89204,42,Male,High School,Divorced,Professional,Own,Urban,3,2,In-store,Basic,Brand_C,4776.644975
4966,22.86740702,38277.91107,45,Female,Bachelor,Married,Executive,Rent,Rural,3,0,Online,Premium,Brand_B,1366.970787
4967,24.67786424,52128.45064,10,Female,PhD,Married,Others,Rent,Urban,4,1,Both,VIP,Brand_B,3770.580201
4968,38.51337611,62705.794,38,Male,Bachelor,Married,Others,Mortgage,Rural,2,2,Online,Basic,Brand_B,5384.056596
4969,40.29006679,52659.1357,18,Female,Bachelor,Single,Others,Mortgage,Rural,0,0,Both,VIP,Brand_B,5741.264197
4970,35.64625771,40865.08858,37,Male,High School,Married,Executive,Mortgage,Suburban,1,0,Online,Premium,Brand_A,4923.81033
4971,49.60092451,59229.29054,90,Female,Master,Married,Clerical,Own,Suburban,4,1,Both,VIP,Brand_B,7028.690397
4972,28.08747339,52150.28736,24,Male,High School,Single,Executive,Own,Rural,4,2,Both,VIP,Brand_B,4968.179223
4973,30.83891928,42986.04137,27,Female,High School,Married,Service,Rent,Rural,2,1,Both,Basic,Brand_A,4323.502578
4974,29.71923499,75318.30912,8,Female,PhD,Divorced,Professional,Mortgage,Rural,4,1,In-store,VIP,Brand_A,6988.47636
4975,40.5352358,35559.2989,55,Female,Bachelor,Divorced,Professional,Rent,Urban,3,0,Online,Basic,Brand_B,-2048.996081
4976,31.82265311,61555.34463,45,Male,High School,Married,Professional,Mortgage,Rural,4,0,In-store,VIP,Brand_B,4450.350302
4977,40.24642015,64082.34831,17,Male,Bachelor,Married,Clerical,Rent,Urban,0,0,Online,VIP,Brand_A,3901.598477
4978,35.62030025,84645.30408,88,Male,Master,Divorced,Sales,Mortgage,Urban,2,1,Online,VIP,Brand_A,4344.639656
4979,35.85867071,88628.69594,18,Male,Bachelor,Divorced,Service,Rent,Suburban,2,1,Both,VIP,Brand_C,5357.965718
4980,35.00765925,88308.68022,75,Male,High School,Married,Craftsman,Mortgage,Suburban,3,1,Both,VIP,Brand_B,4175.508503
4981,32.11927439,71417.35777,9,Male,High School,Single,Service,Own,Rural,1,2,In-store,VIP,Brand_C,3806.910426
4982,34.10941743,55023.07621,53,Male,PhD,Single,Executive,Mortgage,Urban,4,1,Both,VIP,Brand_A,5405.132412
4983,39.30268136,85629.8514,58,Female,Bachelor,Married,Sales,Mortgage,Suburban,4,0,In-store,Basic,Brand_B,3363.840569
4984,40.02967198,102030.082,12,Male,PhD,Single,Sales,Mortgage,Suburban,1,1,Both,VIP,Brand_A,4184.153707
4985,35.49548392,94064.42784,34,Male,Master,Single,Executive,Own,Rural,1,1,Both,Basic,Brand_B,4217.073154
4986,23.0711714,61852.78412,65,Male,High School,Single,Others,Rent,Suburban,0,1,Both,Basic,Brand_B,5959.528563
4987,32.88115646,65521.14359,41,Female,Master,Single,Executive,Rent,Suburban,0,0,Online,VIP,Brand_C,7396.633961
4988,45.26556805,57194.53515,44,Male,Master,Divorced,Craftsman,Rent,Rural,4,1,Both,Premium,Brand_C,4961.202711
4989,36.63942669,94697.65629,3,Male,PhD,Single,Others,Mortgage,Rural,0,0,In-store,VIP,Brand_C,5683.915277
4990,54.30141569,53982.45042,92,Female,High School,Single,Clerical,Rent,Urban,3,0,Both,VIP,Brand_C,3063.865365
4991,19.52407677,71071.93931,15,Male,Master,Single,Service,Rent,Rural,2,0,Both,Premium,Brand_C,7800.743847
4992,57.0142295,56087.03822,8,Male,Bachelor,Divorced,Craftsman,Own,Suburban,1,1,Both,VIP,Brand_B,4794.784742
4993,24.28395307,90777.54277,59,Female,Master,Married,Craftsman,Own,Rural,0,0,Both,VIP,Brand_B,3110.896512
4994,32.11586912,48832.51938,29,Female,Master,Divorced,Executive,Mortgage,Suburban,1,1,In-store,Premium,Brand_A,10031.15941
4995,35.93757244,74886.19517,35,Male,High School,Single,Sales,Mortgage,Urban,4,2,Online,VIP,Brand_A,7754.981145
4996,26.70281276,48990.59275,52,Male,PhD,Married,Craftsman,Rent,Urban,1,2,Online,Premium,Brand_A,5709.945639
4997,30.54571606,36207.67698,19,Male,Master,Divorced,Service,Rent,Rural,0,2,Online,VIP,Brand_B,5963.403538
4998,27.60888011,68870.50164,78,Male,Bachelor,Married,Craftsman,Own,Suburban,3,0,Online,VIP,Brand_A,3686.646765
4999,38.01112628,27630.0026,42,Female,Master,Married,Technician,Mortgage,Urban,4,2,Both,VIP,Brand_B,2892.400799
5000,31.44588191,7395.569341,84,Male,High School,Divorced,Sales,Mortgage,Suburban,4,2,Both,Premium,Brand_A,3724.635096
5001,36.38788569,65076.38162,74,Male,High School,Single,Clerical,Own,Rural,4,1,Online,Basic,Brand_A,8503.710545
5002,40.59251517,94458.18813,65,Male,Master,Married,Craftsman,Own,Urban,3,2,Online,Basic,Brand_C,5411.187765
5003,29.78834475,22229.79438,36,Male,Bachelor,Married,Professional,Own,Urban,2,0,In-store,VIP,Brand_B,6540.522497
5004,40.75558694,66019.45942,65,Female,High School,Single,Craftsman,Own,Rural,2,2,In-store,Premium,Brand_A,4228.474362
5005,32.12233966,78439.69059,44,Male,PhD,Single,Technician,Mortgage,Rural,2,1,In-store,VIP,Brand_A,7576.458523
5006,40.62537864,65027.72609,87,Male,Bachelor,Married,Clerical,Mortgage,Urban,1,0,Online,VIP,Brand_A,6329.103685
5007,23.04870361,70986.27982,34,Male,High School,Divorced,Others,Mortgage,Suburban,1,0,In-store,Premium,Brand_C,6410.684492
5008,39.70685034,48326.57512,97,Female,Bachelor,Single,Clerical,Own,Rural,2,1,In-store,Premium,Brand_C,2581.465582
5009,27.48995532,51923.44226,77,Male,Master,Divorced,Craftsman,Mortgage,Suburban,1,2,In-store,Premium,Brand_A,7784.482273
5010,24.76303046,73436.15492,79,Male,Bachelor,Divorced,Executive,Own,Suburban,4,0,In-store,Basic,Brand_B,4168.952818
5011,34.36090074,76327.88498,89,Male,Bachelor,Divorced,Professional,Rent,Suburban,4,1,Online,Basic,Brand_C,663.8337429
5012,47.57529852,73402.28986,87,Male,High School,Divorced,Professional,Mortgage,Suburban,4,0,In-store,Basic,Brand_C,5448.563549
5013,26.36717717,62053.52561,16,Female,High School,Single,Professional,Own,Rural,2,1,In-store,Basic,Brand_A,2858.098011
5014,43.66709882,90872.11186,18,Male,Master,Single,Technician,Mortgage,Rural,2,0,Online,VIP,Brand_A,1789.433876
5015,39.99725397,46105.04924,35,Male,Bachelor,Married,Technician,Rent,Suburban,0,1,Online,Premium,Brand_A,8596.833983
5016,35.13097377,32857.12936,67,Male,Master,Divorced,Craftsman,Own,Suburban,1,0,Both,VIP,Brand_A,7851.29737
5017,30.55273941,48963.75447,40,Female,Bachelor,Married,Technician,Own,Urban,2,2,In-store,Premium,Brand_B,2778.105836
5018,40.32304962,76307.07688,47,Male,High School,Single,Technician,Rent,Suburban,2,2,In-store,Basic,Brand_A,3219.970831
5019,25.06237374,65706.41062,7,Male,High School,Married,Service,Mortgage,Suburban,3,0,In-store,Basic,Brand_C,6703.716588
5020,25.89579954,37803.42774,9,Male,High School,Single,Others,Mortgage,Suburban,2,0,Both,Basic,Brand_A,3898.27426
5021,58.2880924,23501.79444,17,Male,High School,Single,Technician,Own,Suburban,3,1,Online,VIP,Brand_C,4387.732061
5022,48.6196183,47665.11411,59,Female,Bachelor,Married,Executive,Rent,Rural,0,1,Online,Premium,Brand_C,1380.366284
5023,50.72457566,66952.59563,67,Male,Master,Married,Sales,Rent,Suburban,2,0,Both,Basic,Brand_A,9183.983539
5024,31.40378618,97930.54549,34,Male,Master,Married,Craftsman,Own,Rural,0,0,In-store,Premium,Brand_A,5319.208369
5025,27.95437709,73006.2107,14,Female,Bachelor,Divorced,Professional,Rent,Rural,3,0,Online,Premium,Brand_A,3566.630487
5026,24.17569712,43112.62826,95,Male,PhD,Married,Sales,Mortgage,Rural,0,2,Both,Premium,Brand_C,4277.835798
5027,58.83291145,60930.89681,54,Female,Master,Married,Others,Mortgage,Urban,2,1,Online,Basic,Brand_B,3156.354541
5028,30.33739606,53707.41628,99,Female,Master,Single,Service,Own,Suburban,4,0,In-store,Premium,Brand_A,2469.788512
5029,18.34517483,41801.14947,33,Male,High School,Single,Service,Own,Urban,0,1,Both,Premium,Brand_A,2926.863939
5030,37.23470351,33492.56549,28,Female,PhD,Married,Craftsman,Mortgage,Suburban,3,1,Online,Basic,Brand_C,6645.189147
5031,44.32447875,50907.47858,50,Male,High School,Married,Service,Mortgage,Suburban,4,2,Both,VIP,Brand_B,5997.572045
5032,17.56153547,66725.52192,5,Male,High School,Married,Technician,Rent,Urban,2,1,Both,VIP,Brand_B,3557.221199
5033,45.35737751,64004.31955,44,Female,PhD,Single,Others,Own,Rural,4,0,In-store,Premium,Brand_B,2020.392427
5034,52.25612782,68546.20205,100,Male,High School,Divorced,Others,Rent,Urban,2,2,Online,Premium,Brand_B,6099.992548
5035,26.5701177,66385.68461,67,Female,High School,Divorced,Craftsman,Rent,Rural,4,1,Online,Premium,Brand_B,7289.106595
5036,42.91797392,50806.69166,93,Male,Master,Married,Craftsman,Own,Suburban,3,1,In-store,VIP,Brand_A,7298.892438
5037,32.35725816,52815.87346,20,Female,PhD,Single,Professional,Mortgage,Urban,4,1,Both,Premium,Brand_C,8071.948795
5038,39.88115744,51001.73084,84,Female,Bachelor,Divorced,Clerical,Mortgage,Urban,2,2,Online,Premium,Brand_B,1069.940723
5039,43.42780335,67540.67234,93,Male,Master,Married,Technician,Rent,Urban,3,0,In-store,Basic,Brand_A,4691.941487
5040,39.16133975,55280.21081,100,Female,High School,Divorced,Clerical,Mortgage,Rural,0,0,Both,Premium,Brand_A,3144.471352
5041,29.22804042,53762.92735,25,Female,Bachelor,Divorced,Executive,Own,Urban,1,1,Both,Premium,Brand_C,7629.855259
5042,36.01000948,41643.68505,32,Male,High School,Single,Professional,Own,Urban,4,0,Both,VIP,Brand_B,4690.790391
5043,27.90533067,78606.59704,73,Male,PhD,Married,Professional,Own,Urban,3,0,In-store,Basic,Brand_A,2173.857765
5044,22.83476823,94765.69646,15,Female,Master,Single,Service,Own,Suburban,1,1,Online,Premium,Brand_C,7363.096479
5045,45.87538868,83870.86285,4,Female,PhD,Single,Others,Mortgage,Suburban,2,2,Online,Basic,Brand_B,4224.259986
5046,45.68577699,64722.97541,13,Female,PhD,Single,Professional,Rent,Urban,4,2,Both,VIP,Brand_A,4103.123179
5047,39.9988964,76241.36817,37,Male,Master,Divorced,Professional,Own,Rural,2,0,In-store,Basic,Brand_C,4958.908664
5048,31.77944853,62614.18058,66,Female,Master,Divorced,Professional,Own,Suburban,0,0,Online,VIP,Brand_C,4788.045885
5049,28.08368055,85140.79988,64,Female,PhD,Single,Service,Mortgage,Urban,0,0,In-store,Basic,Brand_A,3954.899118
5050,32.36750297,37623.05975,54,Female,High School,Divorced,Service,Rent,Urban,0,2,Both,Basic,Brand_C,4789.110242
5051,41.51273596,57039.5674,24,Male,Master,Married,Service,Rent,Urban,2,1,Online,Premium,Brand_B,6696.44169
5052,28.39005075,61231.36539,99,Male,High School,Married,Craftsman,Own,Suburban,2,2,Both,VIP,Brand_B,4320.300345
5053,36.74479761,56895.11765,31,Male,High School,Single,Craftsman,Mortgage,Suburban,3,2,In-store,VIP,Brand_B,7850.97271
5054,40.11394774,34886.15683,22,Female,Master,Divorced,Professional,Rent,Urban,4,1,Online,Premium,Brand_C,7893.152957
5055,26.15508394,64246.26637,95,Female,Bachelor,Divorced,Service,Own,Rural,0,0,Both,Basic,Brand_C,8170.642977
5056,21.14395442,80052.5768,89,Female,Master,Divorced,Clerical,Rent,Suburban,0,0,In-store,Premium,Brand_C,3885.864809
5057,41.06996444,75049.78701,82,Female,PhD,Married,Craftsman,Mortgage,Urban,4,1,Both,VIP,Brand_B,3163.928087
5058,24.16683626,66199.80052,73,Female,High School,Married,Clerical,Rent,Rural,4,1,Online,Premium,Brand_C,5958.496858
5059,35.59508851,64370.47134,39,Female,High School,Divorced,Executive,Mortgage,Rural,4,0,Both,VIP,Brand_B,2800.162649
5060,42.61473824,69268.2025,21,Female,High School,Married,Professional,Rent,Suburban,3,1,In-store,VIP,Brand_A,4750.130454
5061,20.14673337,41099.51081,58,Female,High School,Divorced,Clerical,Rent,Suburban,1,0,In-store,Premium,Brand_B,5466.460102
5062,51.87162848,44066.40774,37,Male,PhD,Divorced,Professional,Mortgage,Urban,2,2,Online,VIP,Brand_A,5704.29385
5063,25.72799835,63707.60701,83,Male,High School,Divorced,Professional,Mortgage,Urban,3,2,In-store,Basic,Brand_A,4948.677576
5064,34.91393886,56142.82308,4,Female,PhD,Married,Service,Mortgage,Rural,3,1,Online,Basic,Brand_C,6846.843212
5065,31.28198384,91939.75966,1,Male,Bachelor,Single,Sales,Rent,Rural,0,2,Both,Premium,Brand_A,2930.388571
5066,41.76607711,59377.98196,14,Female,High School,Divorced,Executive,Mortgage,Suburban,0,0,Online,Premium,Brand_B,6109.288599
5067,43.94849012,72065.07947,61,Male,PhD,Divorced,Professional,Own,Suburban,4,0,Both,Basic,Brand_B,4375.447989
5068,29.87300346,57181.00452,5,Female,Master,Married,Executive,Own,Suburban,0,0,Both,Basic,Brand_C,6690.494934
5069,41.45543121,46515.14021,46,Female,PhD,Married,Technician,Own,Rural,4,0,In-store,Basic,Brand_B,5195.95253
5070,26.46467565,28945.9706,91,Female,Master,Single,Technician,Mortgage,Rural,3,2,Online,Premium,Brand_A,2635.627321
5071,42.34965368,102833.6795,42,Female,High School,Divorced,Clerical,Rent,Suburban,4,2,Both,VIP,Brand_B,4487.815936
5072,29.69669551,36946.54238,88,Female,Bachelor,Single,Executive,Own,Urban,2,2,Both,VIP,Brand_A,4867.177642
5073,38.49599443,49988.07006,69,Male,Bachelor,Divorced,Clerical,Mortgage,Suburban,4,1,In-store,Premium,Brand_B,5889.399703
5074,35.94338178,61496.33581,30,Male,Bachelor,Divorced,Technician,Mortgage,Urban,0,2,Both,Premium,Brand_C,3551.177261
5075,23.75409577,57076.06809,73,Male,PhD,Divorced,Craftsman,Rent,Urban,4,0,Online,Premium,Brand_A,6308.904221
5076,50.39983832,71089.63494,61,Female,Master,Single,Executive,Rent,Rural,1,2,In-store,Basic,Brand_C,7118.349018
5077,48.94788953,48208.67562,78,Male,Master,Married,Sales,Rent,Suburban,1,1,Both,Basic,Brand_A,3211.233623
5078,40.14651137,38712.49547,53,Male,Bachelor,Single,Craftsman,Rent,Suburban,3,2,In-store,VIP,Brand_C,7516.502935
5079,35.2555754,49871.25489,82,Male,Bachelor,Single,Sales,Rent,Rural,3,2,Both,Premium,Brand_A,2362.440743
5080,19.43978013,68063.59606,88,Female,Master,Married,Executive,Rent,Suburban,1,0,Online,Basic,Brand_A,4002.535313
5081,23.02897744,60759.92235,96,Male,PhD,Married,Service,Rent,Rural,3,2,Both,VIP,Brand_C,4174.882586
5082,18.34756152,26518.29681,18,Male,PhD,Single,Executive,Rent,Rural,3,1,Online,Basic,Brand_B,8184.546697
5083,22.58311728,31530.82427,10,Female,Master,Married,Professional,Rent,Rural,3,1,In-store,Basic,Brand_B,3150.533907
5084,24.26471378,50600.72411,80,Male,Bachelor,Divorced,Sales,Mortgage,Suburban,0,1,Both,Premium,Brand_C,3627.863376
5085,35.37598612,55968.10704,94,Female,PhD,Single,Others,Mortgage,Rural,0,0,Both,Premium,Brand_B,1322.08108
5086,25.04090256,68529.51649,12,Male,Master,Married,Craftsman,Rent,Urban,4,2,Online,Basic,Brand_C,5989.67964
5087,25.28530339,69094.77629,90,Female,Master,Single,Clerical,Own,Suburban,1,2,In-store,Basic,Brand_A,5761.477927
5088,26.00828866,51873.56558,27,Female,Bachelor,Married,Craftsman,Mortgage,Urban,1,1,Online,Basic,Brand_C,596.6666933
5089,37.28289454,49861.96775,8,Female,High School,Divorced,Technician,Own,Urban,2,2,Online,Premium,Brand_B,5427.057013
5090,35.07679206,48572.79852,92,Male,High School,Married,Technician,Rent,Rural,4,2,Both,Premium,Brand_C,5046.305416
5091,39.03181624,51551.32081,93,Female,Bachelor,Divorced,Executive,Own,Rural,1,2,Both,VIP,Brand_A,3802.124403
5092,32.53158182,82836.88836,97,Female,Bachelor,Married,Sales,Mortgage,Urban,0,0,In-store,VIP,Brand_A,3777.084718
5093,40.31418483,71258.34856,34,Female,Bachelor,Single,Sales,Rent,Rural,1,0,Online,Basic,Brand_B,801.262781
5094,27.18561448,69029.58411,57,Male,Bachelor,Married,Clerical,Own,Suburban,4,1,In-store,Premium,Brand_C,4519.635653
5095,19.35425291,57326.86356,50,Male,High School,Divorced,Executive,Own,Rural,4,2,Online,Premium,Brand_A,4809.996405
5096,7.181971871,81098.66601,30,Male,PhD,Single,Professional,Rent,Suburban,4,0,In-store,Basic,Brand_C,3773.857194
5097,33.89872785,38423.68225,31,Female,High School,Divorced,Service,Mortgage,Suburban,0,2,Online,VIP,Brand_A,5641.658297
5098,37.12709469,51588.51471,16,Female,Bachelor,Divorced,Craftsman,Rent,Rural,4,2,Online,Premium,Brand_A,4928.221043
5099,8.289167581,33053.92494,48,Female,Bachelor,Married,Professional,Rent,Urban,1,1,Online,VIP,Brand_B,2965.583352
5100,49.98207972,65670.60259,92,Female,PhD,Single,Service,Mortgage,Urban,0,1,In-store,Basic,Brand_C,7272.441048
5101,42.82898645,85785.481,40,Female,Bachelor,Single,Service,Rent,Suburban,4,1,In-store,Basic,Brand_A,5473.757518
5102,35.15508307,75195.11187,10,Female,Master,Married,Service,Mortgage,Suburban,1,1,Both,Basic,Brand_C,1354.909346
5103,33.39930749,37222.29339,38,Female,Master,Married,Professional,Mortgage,Urban,0,1,In-store,Premium,Brand_C,5645.890342
5104,42.17964321,71990.85779,68,Female,Master,Divorced,Technician,Rent,Suburban,0,2,In-store,Basic,Brand_C,5614.998157
5105,31.37556443,59736.38557,88,Female,PhD,Single,Sales,Rent,Urban,2,2,In-store,Basic,Brand_A,3660.581156
5106,41.48053949,26593.20321,49,Male,PhD,Divorced,Clerical,Rent,Urban,2,1,Online,Basic,Brand_A,5535.211535
5107,34.3858068,55568.77551,38,Female,High School,Single,Others,Rent,Urban,4,0,Both,Basic,Brand_C,8423.802026
5108,39.86747307,35630.66309,24,Female,PhD,Married,Sales,Mortgage,Suburban,0,1,Both,Premium,Brand_B,937.9135558
5109,45.10636679,88206.77357,34,Female,High School,Divorced,Craftsman,Own,Suburban,3,0,In-store,VIP,Brand_C,7328.756662
5110,43.86266672,55947.09991,89,Female,Bachelor,Single,Sales,Rent,Rural,1,0,Online,VIP,Brand_C,5430.76388
5111,28.14189536,44442.87358,14,Male,High School,Single,Technician,Own,Suburban,0,0,Both,Basic,Brand_B,4362.175626
5112,43.84048261,91887.56785,31,Female,Bachelor,Divorced,Professional,Own,Suburban,0,1,Both,Basic,Brand_A,3974.600631
5113,34.68891379,54717.45845,69,Female,High School,Married,Others,Mortgage,Rural,3,0,Online,Basic,Brand_B,8729.933841
5114,20.90862953,68265.83909,43,Female,PhD,Divorced,Service,Own,Suburban,0,1,Online,Basic,Brand_C,4263.280027
5115,49.34172173,49402.83306,14,Female,Bachelor,Married,Technician,Own,Urban,2,0,In-store,Premium,Brand_B,4803.969981
5116,36.39932929,46433.52348,29,Female,PhD,Divorced,Craftsman,Rent,Rural,1,1,Online,Premium,Brand_A,7152.054864
5117,44.12312015,60332.33401,44,Female,Master,Married,Clerical,Rent,Suburban,2,0,In-store,Premium,Brand_B,3068.883119
5118,46.89617068,63033.14003,25,Male,Master,Married,Technician,Mortgage,Urban,0,0,Online,Basic,Brand_B,9513.999918
5119,40.2152237,87493.17429,21,Male,Master,Divorced,Executive,Rent,Suburban,4,2,Online,Premium,Brand_C,3076.756589
5120,56.26245842,54005.26619,39,Female,Master,Divorced,Service,Rent,Urban,0,2,Online,VIP,Brand_A,2757.827527
5121,40.00250397,77769.90109,48,Female,Master,Divorced,Professional,Rent,Rural,2,2,Both,Basic,Brand_A,1481.90836
5122,24.99413642,46122.78459,93,Male,Bachelor,Single,Service,Own,Suburban,2,1,Both,Premium,Brand_A,2680.609562
5123,20.17128696,20274.83438,63,Female,Master,Divorced,Technician,Mortgage,Rural,0,1,Online,VIP,Brand_B,2795.661737
5124,38.56586458,79543.883,65,Male,High School,Single,Service,Mortgage,Suburban,3,1,In-store,Premium,Brand_C,-389.7028911
5125,35.86742839,49333.13062,18,Male,Bachelor,Married,Others,Mortgage,Rural,0,1,Both,VIP,Brand_B,4130.595171
5126,33.40340931,86609.30188,99,Female,Bachelor,Single,Clerical,Own,Urban,0,1,Online,Basic,Brand_B,7680.474437
5127,56.76077194,28368.13409,44,Male,PhD,Single,Clerical,Own,Suburban,3,0,In-store,Premium,Brand_C,5520.365981
5128,20.10519679,49466.52799,92,Male,Master,Married,Technician,Rent,Rural,2,2,Online,Premium,Brand_B,6597.322288
5129,28.22159106,54632.07748,40,Male,Bachelor,Married,Sales,Rent,Urban,2,2,Online,Basic,Brand_A,2919.533419
5130,26.04597052,82975.06437,2,Female,High School,Single,Others,Mortgage,Rural,2,1,Both,VIP,Brand_A,5953.726307
5131,30.67933266,69482.86275,1,Male,PhD,Divorced,Executive,Mortgage,Rural,2,2,Online,Basic,Brand_A,4301.266693
5132,36.75575645,45462.11443,92,Male,Bachelor,Married,Craftsman,Own,Rural,4,0,In-store,Premium,Brand_A,2914.930189
5133,34.44696172,89463.29745,99,Female,High School,Married,Craftsman,Own,Suburban,0,1,Both,Basic,Brand_C,3437.334535
5134,53.30907662,65156.31554,40,Female,PhD,Married,Professional,Own,Rural,0,1,Online,Basic,Brand_B,5595.894709
5135,10.78567774,38473.71344,2,Female,Bachelor,Divorced,Technician,Own,Rural,1,0,Online,VIP,Brand_A,1989.083278
5136,43.73152884,65133.12727,41,Female,High School,Married,Others,Mortgage,Rural,0,1,Both,Basic,Brand_A,7624.585235
5137,13.16339272,36446.53868,87,Female,High School,Divorced,Sales,Own,Urban,0,2,In-store,Premium,Brand_B,5968.949599
5138,37.34806109,21273.34342,47,Female,Bachelor,Single,Craftsman,Mortgage,Rural,2,0,Both,Premium,Brand_B,7535.827669
5139,33.75865044,50520.23677,6,Female,Master,Divorced,Others,Rent,Suburban,4,0,In-store,Premium,Brand_B,4981.869408
5140,29.79748532,68141.49322,47,Male,High School,Married,Sales,Mortgage,Suburban,3,2,Online,VIP,Brand_B,4765.826954
5141,32.29745454,73298.62017,11,Female,Master,Married,Others,Mortgage,Suburban,2,0,Online,Basic,Brand_B,5844.88855
5142,28.36338582,52133.16201,56,Male,PhD,Divorced,Others,Mortgage,Urban,2,2,Online,Basic,Brand_C,8833.041491
5143,33.79731478,98801.39402,92,Male,Master,Single,Professional,Mortgage,Suburban,2,2,In-store,Basic,Brand_B,4964.760848
5144,19.38242989,80794.89483,62,Female,Bachelor,Single,Others,Own,Rural,0,0,Online,Premium,Brand_C,3695.349493
5145,31.6987098,80674.3043,11,Male,Master,Married,Executive,Own,Urban,4,0,Online,Premium,Brand_B,4131.0415
5146,34.48274745,72433.80916,69,Male,PhD,Single,Clerical,Mortgage,Urban,1,1,Both,Premium,Brand_C,5784.144859
5147,28.8158502,55972.7309,56,Male,Master,Divorced,Others,Rent,Suburban,4,1,Both,Basic,Brand_C,1846.735259
5148,43.18200124,18133.23572,28,Female,Master,Married,Executive,Mortgage,Urban,0,2,In-store,VIP,Brand_A,6533.53493
5149,42.22973897,62397.71194,62,Female,Master,Married,Professional,Mortgage,Rural,1,1,Online,VIP,Brand_A,5722.002993
5150,39.28917107,58698.93441,55,Male,Master,Single,Others,Rent,Rural,1,2,In-store,VIP,Brand_A,6001.170294
5151,5.243179809,7695.295128,39,Male,Master,Divorced,Sales,Mortgage,Urban,1,0,In-store,VIP,Brand_B,7216.669306
5152,31.36515124,70757.98182,79,Male,High School,Single,Craftsman,Own,Suburban,4,1,Online,VIP,Brand_C,6441.478723
5153,39.64548376,41185.06329,79,Male,Master,Married,Clerical,Rent,Suburban,3,2,Online,Premium,Brand_A,1998.242096
5154,53.53546398,36494.09209,30,Female,High School,Married,Sales,Mortgage,Rural,0,2,Both,Basic,Brand_C,2126.406629
5155,30.67837178,61509.9033,71,Female,Bachelor,Divorced,Professional,Own,Urban,4,0,Online,Basic,Brand_C,4929.094009
5156,18.96061988,54799.45454,69,Male,High School,Divorced,Others,Mortgage,Suburban,3,0,Online,VIP,Brand_B,7853.134353
5157,46.50332517,79363.47112,16,Female,Master,Divorced,Service,Mortgage,Urban,4,1,In-store,Premium,Brand_C,2352.878218
5158,34.02890765,62122.93916,43,Female,Master,Divorced,Others,Rent,Suburban,0,2,Online,VIP,Brand_A,3118.693037
5159,30.98322161,49332.68074,66,Male,PhD,Divorced,Clerical,Rent,Suburban,3,1,In-store,Basic,Brand_A,6481.934097
5160,41.34572325,51920.47796,77,Male,High School,Single,Technician,Rent,Rural,4,0,Both,Premium,Brand_A,3551.669393
5161,13.12357535,50110.19964,63,Female,High School,Married,Others,Rent,Rural,0,2,Both,Basic,Brand_B,7114.142506
5162,60.60065187,44745.53586,72,Male,PhD,Single,Professional,Rent,Rural,4,2,In-store,VIP,Brand_C,8278.334503
5163,33.35632587,70797.48494,16,Male,High School,Married,Others,Mortgage,Rural,1,0,In-store,Basic,Brand_A,4013.927315
5164,15.66478184,49733.64163,19,Male,Master,Married,Craftsman,Rent,Suburban,1,1,Both,Premium,Brand_C,5377.836449
5165,38.40818437,62298.52526,75,Male,PhD,Married,Craftsman,Rent,Rural,3,1,Both,VIP,Brand_C,8287.423371
5166,38.02097322,55902.29783,22,Female,PhD,Single,Technician,Rent,Suburban,0,0,Both,VIP,Brand_C,5337.990562
5167,18.91908941,46680.39092,51,Female,High School,Married,Craftsman,Mortgage,Rural,4,0,Online,Premium,Brand_B,8170.155823
5168,52.66603891,44055.88068,82,Male,Bachelor,Married,Sales,Mortgage,Rural,3,0,In-store,VIP,Brand_B,1184.107335
5169,27.19295084,64286.59165,98,Female,Master,Divorced,Service,Rent,Rural,4,1,In-store,Premium,Brand_A,4254.174175
5170,24.41896398,87894.79984,77,Female,PhD,Divorced,Technician,Rent,Rural,1,2,In-store,Premium,Brand_A,3582.188161
5171,46.860953,65053.39913,23,Female,Master,Divorced,Clerical,Own,Urban,2,2,Both,Basic,Brand_B,6433.806129
5172,47.08425068,52467.85513,24,Female,PhD,Single,Professional,Own,Rural,2,1,Both,Premium,Brand_B,4135.622518
5173,33.48133407,70537.7143,16,Male,Master,Divorced,Sales,Mortgage,Suburban,4,1,Online,Basic,Brand_C,1585.282214
